,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
51766,MYS,Asia,Malaysia,2021-04-24,390252.0,2717.0,2484.714,1426.0,11.0,8.0,12057.468,83.946,76.769,44.059,0.34,0.247,1.22,,,,,,,,,77559.0,9001532.0,278.117,2.396,65905.0,2.036,0.038,26.5,people tested,1290414.0,791910.0,498504.0,10677.0,22200.0,3.99,2.45,1.54,686.0,61.57,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51767,MYS,Asia,Malaysia,2021-04-25,392942.0,2690.0,2555.429,1436.0,10.0,8.286,12140.58,83.112,78.954,44.368,0.309,0.256,1.22,,,,,,,,,64638.0,9066170.0,280.114,1.997,66349.0,2.05,0.039,26.0,people tested,1305161.0,800996.0,504165.0,14747.0,22903.0,4.03,2.47,1.56,708.0,61.57,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51768,MYS,Asia,Malaysia,2021-04-26,395718.0,2776.0,2655.143,1449.0,13.0,9.0,12226.349,85.769,82.035,44.769,0.402,0.278,1.22,,,,,,,,,55149.0,9121319.0,281.818,1.704,65169.0,2.014,0.041,24.5,people tested,1335245.0,822201.0,513044.0,30084.0,22514.0,4.13,2.54,1.59,696.0,61.57,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51769,MYS,Asia,Malaysia,2021-04-27,398451.0,2733.0,2711.143,1462.0,13.0,10.429,12310.79,84.44,83.765,45.171,0.402,0.322,1.21,,,,,,,,,61034.0,9182353.0,283.704,1.886,66321.0,2.049,0.041,24.5,people tested,1369749.0,844906.0,524843.0,34504.0,22710.0,4.23,2.61,1.62,702.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51770,MYS,Asia,Malaysia,2021-04-28,401593.0,3142.0,2825.714,1477.0,15.0,11.0,12407.867,97.077,87.305,45.634,0.463,0.34,1.21,,,,,,,,,73158.0,9255511.0,285.964,2.26,67498.0,2.085,0.042,23.9,people tested,1409215.0,871219.0,537996.0,39466.0,25351.0,4.35,2.69,1.66,783.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51771,MYS,Asia,Malaysia,2021-04-29,404925.0,3332.0,2891.0,1492.0,15.0,12.143,12510.815,102.948,89.322,46.098,0.463,0.375,1.21,,,,,,,,,78276.0,9333787.0,288.382,2.418,69169.0,2.137,0.042,23.9,people tested,1421664.0,877646.0,544018.0,12449.0,22961.0,4.39,2.71,1.68,709.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51772,MYS,Asia,Malaysia,2021-04-30,408713.0,3788.0,3025.429,1506.0,14.0,13.0,12627.851,117.036,93.476,46.53,0.433,0.402,1.2,,,,,,,,,70449.0,9404236.0,290.559,2.177,68609.0,2.12,0.044,22.7,people tested,,,,,21195.0,,,,655.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51773,MYS,Asia,Malaysia,2021-05-01,411594.0,2881.0,3048.857,1521.0,15.0,13.571,12716.864,89.013,94.199,46.994,0.463,0.419,1.19,,,,,,,,,77984.0,9482220.0,292.969,2.409,68670.0,2.122,0.044,22.5,people tested,1434537.0,883661.0,550876.0,,20589.0,4.43,2.73,1.7,636.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51774,MYS,Asia,Malaysia,2021-05-02,415012.0,3418.0,3152.857,1533.0,12.0,13.857,12822.469,105.605,97.413,47.365,0.371,0.428,1.19,,,,,,,,,58585.0,9540805.0,294.779,1.81,67805.0,2.095,0.046,21.5,people tested,1469033.0,905683.0,563350.0,34496.0,23410.0,4.54,2.8,1.74,723.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51775,MYS,Asia,Malaysia,2021-05-03,417512.0,2500.0,3113.429,1551.0,18.0,14.571,12899.71,77.242,96.194,47.921,0.556,0.45,1.19,,,,,,,,,,,,,68328.0,2.111,0.046,21.9,people tested,1500202.0,914663.0,585539.0,31169.0,23565.0,4.64,2.83,1.81,728.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51776,MYS,Asia,Malaysia,2021-05-04,420632.0,3120.0,3168.714,1574.0,23.0,16.0,12996.108,96.397,97.903,48.631,0.711,0.494,1.19,,,,,,,,,,9658427.0,298.413,,68011.0,2.101,0.047,21.5,people tested,1569609.0,960070.0,609539.0,69407.0,28551.0,4.85,2.97,1.88,882.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51777,MYS,Asia,Malaysia,2021-05-05,424376.0,3744.0,3254.714,1591.0,17.0,16.286,13111.785,115.677,100.56,49.157,0.525,0.503,1.19,,,,,,,,,80377.0,9738804.0,300.896,2.483,69042.0,2.133,0.047,21.2,people tested,1624272.0,991906.0,632366.0,54663.0,30722.0,5.02,3.06,1.95,949.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51778,MYS,Asia,Malaysia,2021-05-06,427927.0,3551.0,3286.0,1610.0,19.0,16.857,13221.499,109.714,101.526,49.744,0.587,0.521,1.2,,,,,,,,,82834.0,9821638.0,303.455,2.559,69693.0,2.153,0.047,21.2,people tested,1679765.0,1028693.0,651072.0,55493.0,36872.0,5.19,3.18,2.01,1139.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51779,MYS,Asia,Malaysia,2021-05-07,432425.0,4498.0,3387.429,1632.0,22.0,18.0,13360.472,138.973,104.66,50.423,0.68,0.556,1.2,,,,,,,,,82676.0,9904314.0,306.01,2.554,71440.0,2.207,0.047,21.1,people tested,1707460.0,1045377.0,662083.0,27695.0,39908.0,5.28,3.23,2.05,1233.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51780,MYS,Asia,Malaysia,2021-05-08,436944.0,4519.0,3621.429,1657.0,25.0,19.429,13500.094,139.622,111.89,51.196,0.772,0.6,1.2,,,,,,,,,76099.0,9980413.0,308.361,2.351,71170.0,2.199,0.051,19.7,people tested,1734348.0,1063898.0,670450.0,26888.0,42830.0,5.36,3.29,2.07,1323.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51781,MYS,Asia,Malaysia,2021-05-09,440677.0,3733.0,3666.429,1683.0,26.0,21.429,13615.431,115.337,113.28,51.999,0.803,0.662,1.2,,,,,,,,,75093.0,10055506.0,310.681,2.32,73529.0,2.272,0.05,20.1,people tested,1766651.0,1089637.0,677014.0,32303.0,42517.0,5.46,3.37,2.09,1314.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51782,MYS,Asia,Malaysia,2021-05-10,444484.0,3807.0,3853.143,1700.0,17.0,21.286,13733.054,117.623,119.049,52.524,0.525,0.658,1.2,,,,,,,,,,,,,73281.0,2.264,0.053,19.0,people tested,,,,,45917.0,,,,1419.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51783,MYS,Asia,Malaysia,2021-05-11,448457.0,3973.0,3975.0,1722.0,22.0,21.143,13855.806,122.752,122.814,53.204,0.68,0.653,1.2,,,,,,,,,,10169657.0,314.208,,73033.0,2.256,0.054,18.4,people tested,1876591.0,1156486.0,720105.0,,43855.0,5.8,3.57,2.22,1355.0,65.28,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51784,MYS,Asia,Malaysia,2021-05-12,453222.0,4765.0,4120.857,1761.0,39.0,24.286,14003.029,147.222,127.321,54.409,1.205,0.75,1.2,,,,,,,,,87458.0,10257115.0,316.91,2.702,74044.0,2.288,0.056,18.0,people tested,1894630.0,1166737.0,727893.0,18039.0,38623.0,5.85,3.6,2.25,1193.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51785,MYS,Asia,Malaysia,2021-05-13,458077.0,4855.0,4307.143,1788.0,27.0,25.429,14153.032,150.003,133.076,55.243,0.834,0.786,1.19,,,,,,,,,83974.0,10341089.0,319.505,2.595,74207.0,2.293,0.058,17.2,people tested,,,,,30706.0,,,,949.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51786,MYS,Asia,Malaysia,2021-05-14,462190.0,4113.0,4252.143,1822.0,34.0,27.143,14280.11,127.078,131.377,56.294,1.05,0.839,1.19,,,,,,,,,56440.0,10397529.0,321.249,1.744,70459.0,2.177,0.06,16.6,people tested,1894779.0,1166869.0,727910.0,,26760.0,5.85,3.61,2.25,827.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51787,MYS,Asia,Malaysia,2021-05-15,466330.0,4140.0,4198.0,1866.0,44.0,29.857,14408.022,127.912,129.704,57.653,1.359,0.922,1.19,,,,,,,,,47480.0,10445009.0,322.715,1.467,66371.0,2.051,0.063,15.8,people tested,1905529.0,1177030.0,728499.0,10750.0,24454.0,5.89,3.64,2.25,756.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51788,MYS,Asia,Malaysia,2021-05-16,470110.0,3780.0,4204.714,1902.0,36.0,31.286,14524.811,116.789,129.911,58.765,1.112,0.967,1.2,,,,,,,,,58279.0,10503288.0,324.516,1.801,63969.0,1.976,0.066,15.2,people tested,1915824.0,1186999.0,728825.0,10295.0,21310.0,5.92,3.67,2.25,658.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51789,MYS,Asia,Malaysia,2021-05-17,474556.0,4446.0,4296.0,1947.0,45.0,35.286,14662.177,137.366,132.732,60.156,1.39,1.09,1.22,,,,,,,,,69814.0,10573102.0,326.673,2.157,65789.0,2.033,0.065,15.3,people tested,1976085.0,1219234.0,756851.0,60261.0,22066.0,6.11,3.77,2.34,682.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51790,MYS,Asia,Malaysia,2021-05-18,479421.0,4865.0,4423.429,1994.0,47.0,38.857,14812.489,150.312,136.669,61.608,1.452,1.201,1.23,,,,,,,,,90678.0,10663780.0,329.475,2.802,70589.0,2.181,0.063,16.0,people tested,2052636.0,1263585.0,789051.0,76551.0,25149.0,6.34,3.9,2.44,777.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51791,MYS,Asia,Malaysia,2021-05-19,485496.0,6075.0,4610.571,2040.0,46.0,39.857,15000.186,187.697,142.451,63.029,1.421,1.231,1.25,,,,,,,,,101822.0,10765602.0,332.621,3.146,72641.0,2.244,0.063,15.8,people tested,2303580.0,1412751.0,890829.0,250944.0,58421.0,7.12,4.36,2.75,1805.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51792,MYS,Asia,Malaysia,2021-05-20,492302.0,6806.0,4889.286,2099.0,59.0,44.429,15210.469,210.282,151.062,64.852,1.823,1.373,1.25,,,,,,,,,111381.0,10876983.0,336.062,3.441,76556.0,2.365,0.064,15.7,people tested,2384183.0,1471500.0,912683.0,80603.0,69926.0,7.37,4.55,2.82,2160.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51793,MYS,Asia,Malaysia,2021-05-21,498795.0,6493.0,5229.286,2149.0,50.0,46.714,15411.08,200.612,161.567,66.397,1.545,1.443,1.25,,,,,,,,,109116.0,10986099.0,339.433,3.371,84081.0,2.598,0.062,16.1,people tested,2444780.0,1513419.0,931361.0,60597.0,78572.0,7.55,4.68,2.88,2428.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51794,MYS,Asia,Malaysia,2021-05-22,505115.0,6320.0,5540.714,2199.0,50.0,47.571,15606.347,195.267,171.189,67.942,1.545,1.47,1.26,,,,,,,,,114027.0,11100126.0,342.956,3.523,93588.0,2.892,0.059,16.9,people tested,2489988.0,1555497.0,934491.0,45208.0,83494.0,7.69,4.81,2.89,2580.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51795,MYS,Asia,Malaysia,2021-05-23,512091.0,6976.0,5997.286,2248.0,49.0,49.429,15821.882,215.535,185.296,69.456,1.514,1.527,1.26,,,,,,,,,106208.0,11206334.0,346.238,3.281,100435.0,3.103,0.06,16.7,people tested,2535975.0,1593151.0,942824.0,45987.0,88593.0,7.84,4.92,2.91,2737.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51796,MYS,Asia,Malaysia,2021-05-24,518600.0,6509.0,6292.0,2309.0,61.0,51.714,16022.988,201.106,194.402,71.34,1.885,1.598,1.26,,,,,,,,,95450.0,11301784.0,349.187,2.949,104097.0,3.216,0.06,16.5,people tested,2630984.0,1662273.0,968711.0,95009.0,93557.0,8.13,5.14,2.99,2891.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51797,MYS,Asia,Malaysia,2021-05-25,525889.0,7289.0,6638.286,2369.0,60.0,53.571,16248.194,225.205,205.101,73.194,1.854,1.655,1.25,,,,,,,,,97121.0,11398905.0,352.188,3.001,105018.0,3.245,0.063,15.8,people tested,2730536.0,1731231.0,999305.0,99552.0,96843.0,8.44,5.35,3.09,2992.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51798,MYS,Asia,Malaysia,2021-05-26,533367.0,7478.0,6838.714,2432.0,63.0,56.0,16479.238,231.045,211.293,75.141,1.946,1.73,1.24,,,,,,,,,,,,,98647.0,3.048,0.069,14.4,people tested,,,,,70231.0,,,,2170.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51799,MYS,Asia,Malaysia,2021-05-27,541224.0,7857.0,6988.857,2491.0,59.0,56.0,16721.993,242.755,215.932,76.963,1.823,1.73,1.23,,,,,,,,,,11513351.0,355.724,,90910.0,2.809,0.077,13.0,people tested,2859864.0,1809412.0,1050452.0,,67954.0,8.84,5.59,3.25,2100.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51800,MYS,Asia,Malaysia,2021-05-28,549514.0,8290.0,7245.571,2552.0,61.0,57.571,16978.126,256.133,223.864,78.848,1.885,1.779,1.23,,,,,,,,,227504.0,11740855.0,362.753,7.029,107822.0,3.331,0.067,14.9,people tested,2933640.0,1855858.0,1077782.0,73776.0,69837.0,9.06,5.73,3.33,2158.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51801,MYS,Asia,Malaysia,2021-05-29,558534.0,9020.0,7631.286,2650.0,98.0,64.429,17256.814,278.688,235.781,81.876,3.028,1.991,1.22,,,,,,,,,126480.0,11867335.0,366.661,3.908,109601.0,3.386,0.07,14.4,people tested,2999036.0,1906388.0,1092648.0,65396.0,72721.0,9.27,5.89,3.38,2247.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51802,MYS,Asia,Malaysia,2021-05-30,565533.0,6999.0,7634.571,2729.0,79.0,68.714,17473.059,216.245,235.882,84.317,2.441,2.123,1.21,,,,,,,,,109562.0,11976897.0,370.046,3.385,110080.0,3.401,0.069,14.4,people tested,,,,,79090.0,,,,2444.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51803,MYS,Asia,Malaysia,2021-05-31,572357.0,6824.0,7679.571,2796.0,67.0,69.571,17683.898,210.839,237.273,86.387,2.07,2.15,1.2,,,,,,,,,89227.0,12066124.0,372.802,2.757,109191.0,3.374,0.07,14.2,people tested,,,,,78456.0,,,,2424.0,80.56,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51804,MYS,Asia,Malaysia,2021-06-01,579462.0,7105.0,7653.286,2867.0,71.0,71.143,17903.418,219.52,236.461,88.581,2.194,2.198,1.2,,,,,,,,,100885.0,12167009.0,375.919,3.117,109729.0,3.39,0.07,14.3,people tested,,,,,77173.0,,,,2384.0,,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51805,MYS,Asia,Malaysia,2021-06-02,587165.0,7703.0,7685.429,2993.0,126.0,80.143,18141.415,237.997,237.454,92.474,3.893,2.476,,,,,,,,,,100288.0,12267297.0,379.018,3.099,115881.0,3.58,0.066,15.1,people tested,3361316.0,2181783.0,1179533.0,,80874.0,10.39,6.74,3.64,2499.0,,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51806,MYS,Asia,Malaysia,2021-06-03,595374.0,8209.0,7735.714,3096.0,103.0,86.429,18395.045,253.63,239.007,95.656,3.182,2.67,,,,,,,,,,104109.0,12371406.0,382.235,3.217,122579.0,3.787,0.063,15.8,people tested,,,,,,,,,,,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
