,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
51311,MYS,Asia,Malaysia,2020-01-25,3.0,3.0,,,,,0.093,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51312,MYS,Asia,Malaysia,2020-01-26,4.0,1.0,,,,,0.124,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51313,MYS,Asia,Malaysia,2020-01-27,4.0,0.0,,,,,0.124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51314,MYS,Asia,Malaysia,2020-01-28,4.0,0.0,,,,,0.124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51315,MYS,Asia,Malaysia,2020-01-29,7.0,3.0,,,,,0.216,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51316,MYS,Asia,Malaysia,2020-01-30,8.0,1.0,1.143,,,0.0,0.247,0.031,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51317,MYS,Asia,Malaysia,2020-01-31,8.0,0.0,1.143,,,0.0,0.247,0.0,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51318,MYS,Asia,Malaysia,2020-02-01,8.0,0.0,0.714,,,0.0,0.247,0.0,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51319,MYS,Asia,Malaysia,2020-02-02,8.0,0.0,0.571,,,0.0,0.247,0.0,0.018,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51320,MYS,Asia,Malaysia,2020-02-03,8.0,0.0,0.571,,,0.0,0.247,0.0,0.018,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51321,MYS,Asia,Malaysia,2020-02-04,10.0,2.0,0.857,,,0.0,0.309,0.062,0.026,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51322,MYS,Asia,Malaysia,2020-02-05,12.0,2.0,0.714,,,0.0,0.371,0.062,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51323,MYS,Asia,Malaysia,2020-02-06,12.0,0.0,0.571,,,0.0,0.371,0.0,0.018,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51324,MYS,Asia,Malaysia,2020-02-07,12.0,0.0,0.571,,,0.0,0.371,0.0,0.018,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51325,MYS,Asia,Malaysia,2020-02-08,16.0,4.0,1.143,,,0.0,0.494,0.124,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51326,MYS,Asia,Malaysia,2020-02-09,16.0,0.0,1.143,,,0.0,0.494,0.0,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51327,MYS,Asia,Malaysia,2020-02-10,18.0,2.0,1.429,,,0.0,0.556,0.062,0.044,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51328,MYS,Asia,Malaysia,2020-02-11,18.0,0.0,1.143,,,0.0,0.556,0.0,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51329,MYS,Asia,Malaysia,2020-02-12,18.0,0.0,0.857,,,0.0,0.556,0.0,0.026,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51330,MYS,Asia,Malaysia,2020-02-13,19.0,1.0,1.0,,,0.0,0.587,0.031,0.031,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51331,MYS,Asia,Malaysia,2020-02-14,19.0,0.0,1.0,,,0.0,0.587,0.0,0.031,,,0.0,,,,,,,,,,,653.0,0.02,,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51332,MYS,Asia,Malaysia,2020-02-15,22.0,3.0,0.857,,,0.0,0.68,0.093,0.026,,,0.0,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51333,MYS,Asia,Malaysia,2020-02-16,22.0,0.0,0.857,,,0.0,0.68,0.0,0.026,,,0.0,,,,,,,,,,,656.0,0.02,,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51334,MYS,Asia,Malaysia,2020-02-17,22.0,0.0,0.571,,,0.0,0.68,0.0,0.018,,,0.0,,,,,,,,,,101.0,757.0,0.023,0.003,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51335,MYS,Asia,Malaysia,2020-02-18,22.0,0.0,0.571,,,0.0,0.68,0.0,0.018,,,0.0,,,,,,,,,,40.0,797.0,0.025,0.001,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51336,MYS,Asia,Malaysia,2020-02-19,22.0,0.0,0.571,,,0.0,0.68,0.0,0.018,,,0.0,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51337,MYS,Asia,Malaysia,2020-02-20,22.0,0.0,0.429,,,0.0,0.68,0.0,0.013,,,0.0,,,,,,,,,,,880.0,0.027,,,,,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51338,MYS,Asia,Malaysia,2020-02-21,22.0,0.0,0.429,,,0.0,0.68,0.0,0.013,,,0.0,,,,,,,,,,88.0,968.0,0.03,0.003,45.0,0.001,0.01,104.9,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51339,MYS,Asia,Malaysia,2020-02-22,22.0,0.0,0.0,,,0.0,0.68,0.0,0.0,,,0.0,,,,,,,,,,,,,,49.0,0.002,0.0,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51340,MYS,Asia,Malaysia,2020-02-23,22.0,0.0,0.0,,,0.0,0.68,0.0,0.0,,,0.0,,,,,,,,,,,1028.0,0.032,,53.0,0.002,0.0,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51341,MYS,Asia,Malaysia,2020-02-24,22.0,0.0,0.0,,,0.0,0.68,0.0,0.0,,,0.0,,,,,,,,,,26.0,1054.0,0.033,0.001,42.0,0.001,0.0,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51342,MYS,Asia,Malaysia,2020-02-25,22.0,0.0,0.0,,,0.0,0.68,0.0,0.0,,,0.0,,,,,,,,,,13.0,1067.0,0.033,0.0,39.0,0.001,0.0,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51343,MYS,Asia,Malaysia,2020-02-26,22.0,0.0,0.0,,,0.0,0.68,0.0,0.0,,,0.0,,,,,,,,,,24.0,1091.0,0.034,0.001,36.0,0.001,0.0,,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51344,MYS,Asia,Malaysia,2020-02-27,23.0,1.0,0.143,,,0.0,0.711,0.031,0.004,,,0.0,,,,,,,,,,454.0,1545.0,0.048,0.014,95.0,0.003,0.002,664.3,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51345,MYS,Asia,Malaysia,2020-02-28,23.0,0.0,0.143,,,0.0,0.711,0.0,0.004,,,0.0,,,,,,,,,,3.0,1548.0,0.048,0.0,83.0,0.003,0.002,580.4,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51346,MYS,Asia,Malaysia,2020-02-29,25.0,2.0,0.429,,,0.0,0.772,0.062,0.013,,,0.0,,,,,,,,,,,,,,88.0,0.003,0.005,205.1,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51347,MYS,Asia,Malaysia,2020-03-01,29.0,4.0,1.0,,,0.0,0.896,0.124,0.031,,,0.0,,,,,,,,,,,,,,92.0,0.003,0.011,92.0,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51348,MYS,Asia,Malaysia,2020-03-02,29.0,0.0,1.0,,,0.0,0.896,0.0,0.031,,,0.0,,,,,,,,,,,1739.0,0.054,,98.0,0.003,0.01,98.0,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51349,MYS,Asia,Malaysia,2020-03-03,36.0,7.0,2.0,,,0.0,1.112,0.216,0.062,,,0.0,,,,,,,,,,,,,,113.0,0.003,0.018,56.5,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51350,MYS,Asia,Malaysia,2020-03-04,50.0,14.0,4.0,,,0.0,1.545,0.433,0.124,,,0.0,,,,,,,,,,,1983.0,0.061,,127.0,0.004,0.031,31.8,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51351,MYS,Asia,Malaysia,2020-03-05,50.0,0.0,3.857,,,0.0,1.545,0.0,0.119,,,0.0,,,,,,,,,,,,,,83.0,0.003,0.046,21.5,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51352,MYS,Asia,Malaysia,2020-03-06,83.0,33.0,8.571,,,0.0,2.564,1.02,0.265,,,0.0,,,,,,,,,,,,,,102.0,0.003,0.084,11.9,people tested,,,,,,,,,,19.44,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51353,MYS,Asia,Malaysia,2020-03-07,93.0,10.0,9.714,,,0.0,2.873,0.309,0.3,,,0.0,,,,,,,,,,,,,,113.0,0.003,0.086,11.6,people tested,,,,,,,,,,22.22,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51354,MYS,Asia,Malaysia,2020-03-08,99.0,6.0,10.0,,,0.0,3.059,0.185,0.309,,,0.0,,,,,,,,,,,,,,124.0,0.004,0.081,12.4,people tested,,,,,,,,,,22.22,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51355,MYS,Asia,Malaysia,2020-03-09,117.0,18.0,12.571,,,0.0,3.615,0.556,0.388,,,0.0,,,,,,,,,,,2686.0,0.083,,135.0,0.004,0.093,10.7,people tested,,,,,,,,,,22.22,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51356,MYS,Asia,Malaysia,2020-03-10,129.0,12.0,13.286,,,0.0,3.986,0.371,0.41,,,0.0,2.1,,,,,,,,,,,,,181.0,0.006,0.073,13.6,people tested,,,,,,,,,,22.22,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51357,MYS,Asia,Malaysia,2020-03-11,149.0,20.0,14.143,,,0.0,4.604,0.618,0.437,,,0.0,2.12,,,,,,,,,,3573.0,0.11,,227.0,0.007,0.062,16.1,people tested,,,,,,,,,,22.22,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51358,MYS,Asia,Malaysia,2020-03-12,149.0,0.0,14.143,,,0.0,4.604,0.0,0.437,,,0.0,2.17,,,,,,,,,118.0,3691.0,0.114,0.004,224.0,0.007,0.063,15.8,people tested,,,,,,,,,,27.78,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51359,MYS,Asia,Malaysia,2020-03-13,197.0,48.0,16.286,,,0.0,6.087,1.483,0.503,,,0.0,2.27,,,,,,,,,,,,,290.0,0.009,0.056,17.8,people tested,,,,,,,,,,27.78,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51360,MYS,Asia,Malaysia,2020-03-14,238.0,41.0,20.714,,,0.0,7.353,1.267,0.64,,,0.0,2.34,,,,,,,,,,4899.0,0.151,,356.0,0.011,0.058,17.2,people tested,,,,,,,,,,38.89,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51361,MYS,Asia,Malaysia,2020-03-15,428.0,190.0,47.0,,,0.0,13.224,5.87,1.452,,,0.0,2.41,,,,,,,,,,,,,429.0,0.013,0.11,9.1,people tested,,,,,,,,,,38.89,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51362,MYS,Asia,Malaysia,2020-03-16,566.0,138.0,64.143,,,0.0,17.487,4.264,1.982,,,0.0,2.32,,,,,,,,,,,,,501.0,0.015,0.128,7.8,people tested,,,,,,,,,,38.89,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51363,MYS,Asia,Malaysia,2020-03-17,673.0,107.0,77.714,2.0,2.0,0.286,20.793,3.306,2.401,0.062,0.062,0.009,2.21,,,,,,,,,,6842.0,0.211,,530.0,0.016,0.147,6.8,people tested,,,,,,,,,,38.89,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51364,MYS,Asia,Malaysia,2020-03-18,790.0,117.0,91.571,2.0,0.0,0.286,24.408,3.615,2.829,0.062,0.0,0.009,2.1,,,,,,,,,,,,,612.0,0.019,0.15,6.7,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51365,MYS,Asia,Malaysia,2020-03-19,900.0,110.0,107.286,2.0,0.0,0.286,27.807,3.399,3.315,0.062,0.0,0.009,1.99,,,,,,,,,,8873.0,0.274,,740.0,0.023,0.145,6.9,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51366,MYS,Asia,Malaysia,2020-03-20,1030.0,130.0,119.0,3.0,1.0,0.429,31.824,4.017,3.677,0.093,0.031,0.013,1.89,,,,,,,,,1270.0,10143.0,0.313,0.039,835.0,0.026,0.143,7.0,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51367,MYS,Asia,Malaysia,2020-03-21,1183.0,153.0,135.0,4.0,1.0,0.571,36.551,4.727,4.171,0.124,0.031,0.018,1.81,,,,,,,,,,,,,830.0,0.026,0.163,6.1,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51368,MYS,Asia,Malaysia,2020-03-22,1306.0,123.0,125.429,10.0,6.0,1.429,40.351,3.8,3.875,0.309,0.185,0.044,1.72,,,,,,,,,,11275.0,0.348,,818.0,0.025,0.153,6.5,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51369,MYS,Asia,Malaysia,2020-03-23,1518.0,212.0,136.0,14.0,4.0,2.0,46.901,6.55,4.202,0.433,0.124,0.062,1.67,,,,,,,,,1835.0,13110.0,0.405,0.057,988.0,0.031,0.138,7.3,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51370,MYS,Asia,Malaysia,2020-03-24,1624.0,106.0,135.857,16.0,2.0,2.0,50.176,3.275,4.198,0.494,0.062,0.062,1.61,,,,,,,,,484.0,13594.0,0.42,0.015,965.0,0.03,0.141,7.1,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51371,MYS,Asia,Malaysia,2020-03-25,1796.0,172.0,143.714,20.0,4.0,2.571,55.49,5.314,4.44,0.618,0.124,0.079,1.55,,,,,,,,,2226.0,15820.0,0.489,0.069,1138.0,0.035,0.126,7.9,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51372,MYS,Asia,Malaysia,2020-03-26,2031.0,235.0,161.571,23.0,3.0,3.0,62.751,7.261,4.992,0.711,0.093,0.093,1.5,,,,,,,,,1163.0,16983.0,0.525,0.036,1159.0,0.036,0.139,7.2,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51373,MYS,Asia,Malaysia,2020-03-27,2161.0,130.0,161.571,26.0,3.0,3.286,66.768,4.017,4.992,0.803,0.093,0.102,1.42,,,,,,,,,7185.0,24168.0,0.747,0.222,2004.0,0.062,0.081,12.4,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51374,MYS,Asia,Malaysia,2020-03-28,2320.0,159.0,162.429,27.0,1.0,3.286,71.68,4.913,5.018,0.834,0.031,0.102,1.35,,,,,,,,,5293.0,29461.0,0.91,0.164,2679.0,0.083,0.061,16.5,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51375,MYS,Asia,Malaysia,2020-03-29,2470.0,150.0,166.286,35.0,8.0,3.571,76.315,4.634,5.138,1.081,0.247,0.11,1.29,,,,,,,,,,,,,2723.0,0.084,0.061,16.4,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51376,MYS,Asia,Malaysia,2020-03-30,2626.0,156.0,158.286,37.0,2.0,3.286,81.135,4.82,4.89,1.143,0.062,0.102,1.26,,,,,,,,,,31206.0,0.964,,2585.0,0.08,0.061,16.3,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51377,MYS,Asia,Malaysia,2020-03-31,2766.0,140.0,163.143,43.0,6.0,3.857,85.46,4.326,5.041,1.329,0.185,0.119,1.24,,,,,,,,,1058.0,32264.0,0.997,0.033,2667.0,0.082,0.061,16.3,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51378,MYS,Asia,Malaysia,2020-04-01,2908.0,142.0,158.857,45.0,2.0,3.571,89.847,4.387,4.908,1.39,0.062,0.11,1.22,,,,,,,,,3538.0,35802.0,1.106,0.109,2855.0,0.088,0.056,18.0,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51379,MYS,Asia,Malaysia,2020-04-02,3116.0,208.0,155.0,50.0,5.0,3.857,96.274,6.426,4.789,1.545,0.154,0.119,1.19,,,,,,,,,1797.0,37599.0,1.162,0.056,2945.0,0.091,0.053,19.0,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51380,MYS,Asia,Malaysia,2020-04-03,3333.0,217.0,167.429,53.0,3.0,3.857,102.978,6.705,5.173,1.638,0.093,0.119,1.16,,,,,,,,,1859.0,39458.0,1.219,0.057,2184.0,0.067,0.077,13.0,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51381,MYS,Asia,Malaysia,2020-04-04,3483.0,150.0,166.143,57.0,4.0,4.286,107.613,4.634,5.133,1.761,0.124,0.132,1.11,,,,,,,,,1465.0,40923.0,1.264,0.045,1637.0,0.051,0.101,9.9,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51382,MYS,Asia,Malaysia,2020-04-05,3662.0,179.0,170.286,61.0,4.0,3.714,113.143,5.53,5.261,1.885,0.124,0.115,1.07,,,,,,,,,2616.0,43539.0,1.345,0.081,1886.0,0.058,0.09,11.1,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51383,MYS,Asia,Malaysia,2020-04-06,3793.0,131.0,166.714,62.0,1.0,3.571,117.191,4.047,5.151,1.916,0.031,0.11,1.05,,,,,,,,,3918.0,47457.0,1.466,0.121,2322.0,0.072,0.072,13.9,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51384,MYS,Asia,Malaysia,2020-04-07,3963.0,170.0,171.0,63.0,1.0,2.857,122.443,5.252,5.283,1.946,0.031,0.088,1.03,,,,,,,,,5028.0,52485.0,1.622,0.155,2889.0,0.089,0.059,16.9,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51385,MYS,Asia,Malaysia,2020-04-08,4119.0,156.0,173.0,65.0,2.0,2.857,127.263,4.82,5.345,2.008,0.062,0.088,1.01,,,,,,,,,5755.0,58240.0,1.799,0.178,3205.0,0.099,0.054,18.5,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51386,MYS,Asia,Malaysia,2020-04-09,4228.0,109.0,158.857,67.0,2.0,2.429,130.631,3.368,4.908,2.07,0.062,0.075,0.97,,,,,,,,,5127.0,63367.0,1.958,0.158,3681.0,0.114,0.043,23.2,people tested,,,,,,,,,,74.07,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51387,MYS,Asia,Malaysia,2020-04-10,4346.0,118.0,144.714,70.0,3.0,2.429,134.277,3.646,4.471,2.163,0.093,0.075,0.95,,,,,,,,,4584.0,67951.0,2.099,0.142,4070.0,0.126,0.036,28.1,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
51388,MYS,Asia,Malaysia,2020-04-11,4530.0,184.0,149.571,73.0,3.0,2.286,139.962,5.685,4.621,2.255,0.093,0.071,0.93,,,,,,,,,3946.0,71897.0,2.221,0.122,4425.0,0.137,0.034,29.6,people tested,,,,,,,,,,73.15,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81
